Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
[Logistics] Air Freight Manager - Focus Pricing,Navigos Search's Client,"$ 1,500-4,000 /tháng","Hanoi, Hanoi","Qualifications & Experience:
• Bachelor’s degree in Business, Logistics, Supply Chain Management, or a related field.
• Over 6 years of experience in global logistics, specializing in air freight sales, pricing, procurement, and contract management.
• Proven track record negotiating with airlines and managing integrated contracts at a global or regional headquarters level.
• Deep expertise in air freight cost structures, spot rates, and supply chain dynamics.
• Strong proficiency in carrier and co-loader relationship management.
• Demonstrated ability in designing innovative air product solutions that drive revenue growth.
• Exceptional negotiation, stakeholder management, and communication skills.
• Advanced proficiency in English and Microsoft Office Suite (Excel, PowerPoint), with a strong emphasis on data analytics.",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Nhập khẩu/Xuất khẩu,0,Không giới hạn,Không hiển thị,,Trưởng phòng,"Airfreight Experience, Air Freight Forwarding, Procurement Outsourcing, Pricing Experience, Strategic Pricing",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Nhập khẩu/Xuất khẩu, Airfreight Experience, Air Freight Forwarding, Procurement Outsourcing, Pricing Experience, Strategic Pricing, Navigos Search's Client, Hà Nội",Thu Mua & Quản Trị Hàng Tồn Kho,0,100
[Logistics] Sales Manager - Freight Forwarding,Navigos Search's Client,"$ 1,300-3,000 /tháng","Company site - in Hanoi, Hai Phong, Vietnam, Thành phố Đà Nẵng, Quận Hải Châu, Đà Nẵng, Việt Nam, Hanoi",,2025-05-15,Kinh Doanh,Vận tải,0,,,,Trưởng phòng,"Sales & Business Development, Business Management, Logistics, freight forwarding experience, Freight",Bất kỳ,Không hiển thị,,,,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Vận tải, Sales & Business Development, Business Management, Logistics, freight forwarding experience, Freight, Navigos Search's Client, Hà Nội, Hải Phòng, Đà Nẵng",Bán Hàng/Phát Triển Kinh Doanh,0,100
"[Logistics] Sales Manager (Coload, Consolidation) - Air Freight",Navigos Search's Client,"$ 1,300-3,000 /tháng","Hà Nội, Hanoi, Vietnam, Thành phố Đà Nẵng, Quận Hải Châu, Đà Nẵng, Việt Nam, Hai Phong, Vietnam, Hanoi",,2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Vận tải,0,,,,Trưởng phòng,"Sales logistics, Logistics, Consolidation Service, Air Freight Experience, Sales growth strategies",Bất kỳ,Không hiển thị,,,,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Vận Tải/Giao Nhận Hàng Hóa, Vận tải, Sales logistics, Logistics, Consolidation Service, Air Freight Experience, Sales growth strategies, Navigos Search's Client, Hà Nội, Đà Nẵng, Hải Phòng",Vận Tải/Giao Nhận Hàng Hóa,0,100
Brand & Communications Team Head,Shinhan Vietnam Finance Company Limited,Thương lượng,"Lầu 19, tòa nhà The Mett, số 15 Trần Bạch Đằng, phường Thủ Thiêm, Thành phố Thủ Đức, 17F & 23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam","III. Job Requirements
1. Qualification: Bachelor degree in Comm./MarCom/Media/International Relations or related field
2. Work Experience: 5-7 years working experience in Branding, Corporate Communication, Events and/or PR/integrated advertising with 2 years in management role.
3. Knowledge: Brand Management: branding metrics and monitoring
• Communication Management
• Physical branding
• Press Relations principles
• Finance & Banking industry
• Branding Marketing
• Branding materials
• Events organizing
4. Skills
• Content Producing Tools
• Writing skill
• Media Monitoring Tools
• Resources searching
• Communication
• Creativity
• Time Management
• Active learning - Design Thinking - Report Writing
• Supervisory Skill
• Task Management",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Tài Chính,7,Cao đẳng,Không hiển thị,,Trưởng phòng,"Brand Communication, Internal Communications, Integrated Marketing Communication, Corporate Branding, Communication CSR Branding",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Quản Lý Thương Hiệu, Tài Chính, Brand Communication, Internal Communications, Integrated Marketing Communication, Corporate Branding, Communication CSR Branding, Shinhan Vietnam Finance Company Limited, Hồ Chí Minh",Quản Lý Thương Hiệu,0,100
"[Logistics] Sales Assistant Manager (Coload, Consolidation) - Air Freight",Navigos Search's Client,"$ 1,000-2,000 /tháng","Hà Nội, Hanoi, Vietnam, Hai Phong, Vietnam, Thành phố Đà Nẵng, Quận Hải Châu, Đà Nẵng, Việt Nam, Hanoi","(3) JOB REQUIREMENTS:
(a) EDUCATION AND QUALIFICATIONS:
• Bachelor’s degree from a recognized university, preferably in Business, Logistics, or International Trade.
• Proficiency in written and spoken English is required.

(b) EXPERIENCE:
• A minimum of 3 years of experience in the air freight forwarding industry.
• At least 2 years in a leadership role, preferably within pricing, procurement, or business development.

(c) SKILLS AND ATTRIBUTES:
• Proficient in Microsoft Excel and other business productivity tools.
• Strong communication and negotiation skills.
• Ability to work under pressure and meet deadlines in a dynamic logistics environment.
• Commercial mindset with strong problem-solving abilities.
• Collaborative attitude and proven ability to lead or influence cross-functional teams.",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Cung cấp nhân lực,0,Không giới hạn,Không hiển thị,,Nhân viên,"Sales Logistics, Logistics, Air Freight Experience, Consolidation Service, Sales growth strategies",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Vận Tải/Giao Nhận Hàng Hóa, Cung cấp nhân lực, Sales Logistics, Logistics, Air Freight Experience, Consolidation Service, Sales growth strategies, Navigos Search's Client, Hà Nội, Hải Phòng, Đà Nẵng",Vận Tải/Giao Nhận Hàng Hóa,0,100
"[Logistics] Senior Air Pricing (Coload, Consolidation)",Navigos Search's Client,"$ 800-1,500 /tháng","Hà Nội, Hanoi, Vietnam, Hai Phong, Vietnam, Hanoi","(3) JOB REQUIREMENTS:
(a) EDUCATION AND QUALIFICATIONS:
• Bachelor’s degree from an accredited university, preferably in Logistics, International Business, or a related field.
• Proficiency in English is required (to be assessed during the interview).

(b) EXPERIENCE:
• Two to three years of experience in the logistics or freight forwarding industry, with a focus on air freight operations or pricing.
• Candidates with strong interview performance may be considered on a case-by-case basis.

(c) SKILLS AND ATTRIBUTES:
• Strong analytical skills and attention to detail, especially in cost calculation and rate comparison.
• Good interpersonal and communication skills for internal and external coordination.
• Ability to work independently under time pressure.
• Proficiency in Microsoft Office applications, particularly Excel.
• Familiarity with airline and freight management systems is an advantage.",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Cung cấp nhân lực,0,Không giới hạn,Không hiển thị,,Nhân viên,"Pricing Experience, Air Freight Experience, Logistics, Negotiation Skills, Strategic Pricing",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Vận Tải/Giao Nhận Hàng Hóa, Cung cấp nhân lực, Pricing Experience, Air Freight Experience, Logistics, Negotiation Skills, Strategic Pricing, Navigos Search's Client, Hà Nội, Hải Phòng",Vận Tải/Giao Nhận Hàng Hóa,0,100
"[Logistics] Senior Operation Executive (Coload, Consolidation) - Air Freight",Navigos Search's Client,"$ 800-1,300 /tháng","Hà Nội, Hanoi, Vietnam, Hai Phong, Vietnam, Đà Nẵng, Hải Châu, Đà Nẵng, Việt Nam, Hanoi","(3) JOB REQUIREMENTS:
(a) EDUCATION AND QUALIFICATIONS:
• Bachelor's degree in Business Administration, Logistics, International Trade, or a related field.
• Proficiency in English (to be assessed during the interview process).

(b) EXPERIENCE:
• Minimum 2 year of experience in logistics, international freight forwarding, import/export, or customs clearance.
• Fresh graduates may be considered based on interview performance.
(c) SKILLS AND COMPETENCIES:
• Proficient in using Microsoft Excel and general office software.
• Strong communication and interpersonal skills.
• High attention to detail and accuracy in reporting and documentation.
• Ability to work independently and remain effective under pressure.
• A proactive and customer-oriented mindset.",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Cung cấp nhân lực,0,Không giới hạn,Không hiển thị,,Nhân viên,"Consolidation Skills, Logistics, Freight, Air Freight Experience, Sales Logistics",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Vận Tải/Giao Nhận Hàng Hóa, Cung cấp nhân lực, Consolidation Skills, Logistics, Freight, Air Freight Experience, Sales Logistics, Navigos Search's Client, Hà Nội, Hải Phòng, Đà Nẵng",Vận Tải/Giao Nhận Hàng Hóa,0,100
Nhân Viên Phòng Quản Lý Chất Lượng Biết Tiếng Trung,Công Ty TNHH Oki Việt Nam,Thương lượng,"Nhà xưởng P-1.4, Lô P-1, Khu công nghiệp Tràng Duệ thuộc Khu kinh tế Cát Hải - Đình Vũ, xã An Hòa, huyện An Dương, thành phố Hải Phòng., KCN Tràng Duệ, An Dương, Hải Phòng","- Tốt nghiệp Đại học
- Có kinh nghiệm làm Quản lý chất lượng 2 năm trở lên
- Giới tính: Nam
- Ứng viên sử dụng thành thạo thiết bị đo 3D.
- Ngoại ngữ bắt buộc: Tiếng Trung (thành thạo)
- Biết tiếng Nhật là một lợi thế
- Sử dụng thành thạo tin học văn phòng

QUYỀN LỢI
- Mức lương: Thỏa thuận khi phỏng vấn
- Tăng lương hàng năm theo quy định.
- Thưởng lương tháng 13, thưởng Tết dương lịch v.v…
- Được đào tạo nâng cao kỹ năng nghiệp vụ, được làm việc trong môi trường Nhật Bản chuyên nghiệp.
- Công ty đang trong thời kỳ mở rộng sản xuất nên có nhiều cơ hội thăng tiến.
- Có xe đưa đón từ nội thành.
- Được tham gia BHXH, BHYT, BHTN theo quy định của Luật lao động Việt Nam.
- Khi đã là thành viên của công ty, được tham gia bảo hiểm tai nạn 24/7 với mức bồi thường cao.
- Du lịch công ty hàng năm, cùng nhiều chế độ phúc lợi khác.
- Thời gian làm việc: Từ thứ 2 ~ thứ 6. Thứ 7 nghỉ cách tuần.

ĐỊA ĐIỂM LÀM VIỆC
Nhà xưởng P-1.4, Lô P-1, Khu công nghiệp Tràng Duệ thuộc Khu kinh tế Cát Hải - Đình Vũ, Phường An Hòa, Quận An Dương, thành phố Hải Phòng.",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Sản xuất,2,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,Bảo trì máy móc,Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, QA/QC/Software Testing, Sản xuất, Bảo trì máy móc, Công Ty TNHH Oki Việt Nam, Hải Phòng",QA/QC/Software Testing,0,100
Quản Lí Bộ Phận Kinh Doanh (Nghỉ T7-Cn; Làm 7.5H/ngày),CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU BASF VIỆT NAM,Thương lượng,"Duy Tân, Cầu Giấy, Hà Nội","YÊU CẦU
* Vị trí Nhân viên Sale:
- Tốt nghiệp Đại học trở lên (ưu tiên ngành Tiếng Anh thương mại, Thương mại quốc tế, Kinh tế hoặc liên quan).
- Tiếng Anh lưu loát (giao tiếp, đọc hiểu tài liệu, soạn thảo email/văn bản).
- Thành thạo tin học văn phòng (Word, Excel, PowerPoint).
- Ưu tiên ứng viên có kinh nghiệm kinh doanh/quản lý khách hàng hoặc biết sử dụng CRM, phần mềm quản lý đơn hàng (được đào tạo thêm nếu cần).
- Sinh viên mới tốt nghiệp có định hướng phát triển trong lĩnh vực xuất nhập khẩu được cân nhắc.
Phúc Lợi
- Mức lương cạnh tranh, thưởng theo hiệu quả công việc. (thử việc 2 tháng) (lương thỏa thuận khi phỏng vấn)
- Môi trường làm việc năng động, chuyên nghiệp.
- Nhận được mức đãi ngộ xứng đáng với năng lực, bao gồm mức lương cạnh tranh hàng đầu thị trường (thỏa thuận trực tiếp khi phỏng vấn) và thưởng hiệu suất hấp dẫn, ghi nhận những đóng góp xuất sắc của bạn.
- Không ngừng phát triển bản thân thông qua các chương trình đào tạo bài bản và cơ hội thăng tiến rộng mở.
- Tận hưởng lịch làm việc lý tưởng: chỉ 8 tiếng/ngày từ thứ Hai đến thứ Sáu, trọn vẹn ngày nghỉ cuối tuần để tái tạo năng lượng.
- Lương cứng 10-15tr/tháng (không phụ thuộc KPI) + thưởng hiệu suất.
- Thử việc 2 tháng
- Môi trường năng động, chuyên nghiệp, cơ hội thăng tiến rõ ràng.
- Được đào tạo nghiệp vụ và hỗ trợ công cụ làm việc.",2025-05-15,Kinh Doanh,Nhập khẩu/Xuất khẩu,0,Cử nhân,Không hiển thị,08:00 - 17:30,Mới Tốt Nghiệp,"Tin Học Văn Phòng, Soạn Thảo Văn Bản, Thương Mại Quốc Tế, Xuất nhập khẩu, Đọc Hiểu Tài Liệu Chuyên Môn",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Nhập khẩu/Xuất khẩu, Tin Học Văn Phòng, Soạn Thảo Văn Bản, Thương Mại Quốc Tế, Xuất nhập khẩu, Đọc Hiểu Tài Liệu Chuyên Môn, CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU BASF VIỆT NAM, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
Giám Đốc Phát Triển Kinh Doanh BĐS Nghỉ Dưỡng Người Hội Tụ,CÔNG TY CỔ PHẦN UNIK XANH,Thương lượng,"Tầng 11 tòa nhà Văn phòng số 4 phố Liễu Giai, phường Cống Vị, quận Ba Đình, Thành phố Hà Nội, Việt Nam, Tầng 11, TID Center, Phố Liễu Giai, Vĩnh Phúc, Ba Đình, Hà Nội, Việt Nam","• Tốt nghiệp đại học chuyên ngành Quản trị Kinh doanh, Kinh tế, Bất động sản, Marketing hoặc các ngành liên quan.
• Có chứng chỉ đào tạo hoặc kinh nghiệm thực tế liên quan đến Wellness Real Estate, ESG, hoặc Hospitality Investment là một lợi thế.
• Tối thiểu 7 năm kinh nghiệm trong lĩnh vực bất động sản nghỉ dưỡng, đầu tư hoặc phân phối BĐS cao cấp, ưu tiên đã từng phát triển sản phẩm gắn với yếu tố wellness hoặc thị trường quốc tế.
• Từng giữ vai trò quản lý cấp trung/cao tại các tập đoàn bất động sản hoặc công ty phân phối hàng đầu.
• Có kinh nghiệm xây dựng và triển khai chiến lược bán hàng quốc tế, làm việc với nhà đầu tư nước ngoài, đại lý toàn cầu và quỹ đầu tư.
• Hiểu biết sâu về xu hướng bất động sản tích hợp wellness, ESG, và trải nghiệm sống chất lượng cao.
• Kỹ năng phân tích thị trường, xây dựng chiến lược, lãnh đạo đội nhóm và tư duy kết nối hệ sinh thái.
• Khả năng giao tiếp tiếng Anh xuất sắc, ưu tiên ứng viên từng làm việc tại thị trường nước ngoài hoặc môi trường đa quốc gia.",2025-05-15,Kinh Doanh,Kỹ thuật xây dựng/Cơ sở hạ tầng,7,Cử nhân,Không hiển thị,09:00 - 18:00,Giám Đốc và Cấp Cao Hơn,"Chiến Lược Kinh Doanh, Phát Triển Thị Trường, Quản Trị Đội Ngũ, Giao Tiếp Tiếng Anh, Phát Triển Kinh Doanh",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Kỹ thuật xây dựng/Cơ sở hạ tầng, Chiến Lược Kinh Doanh, Phát Triển Thị Trường, Quản Trị Đội Ngũ, Giao Tiếp Tiếng Anh, Phát Triển Kinh Doanh, CÔNG TY CỔ PHẦN UNIK XANH, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
Nhân Viên Kinh Doanh Động Cơ Điện (Đi Thị Trường - Thu Nhập Hấp Dẫn),CÔNG TY TNHH KỸ THUẬT HẢI ÂU,Thương lượng,"855 Kinh Dương Vương, P.An Lạc, Q.Bình Tân, TP.HCM, 855 Kinh Dương Vương, P.An Lạc, Q.Bình Tân, TP.HCM","• Tốt nghiệp trung cấp hay cao đẳng các ngành điện, điện tử, cơ điện tử, điện tự động, điện công nghiệp, cơ khí…
• Ưu tiên có kinh nghiệm 2-3 năm về bán hàng kỹ thuật, thiết bị công nghiệp như động cơ điện, động cơ giảm tốc, hộp giảm tốc, biến tần, máy bơm, van, máy nén khí, máy thổi khí…
• Ưu tiên ứng viên có mối quan hệ sẵn có với các nhà máy sản xuất, chế tạo máy (OEM)…
• Siêng năng, chăm chỉ, chịu khó, kiên nhẫn, yêu thích công việc bán hàng, thích giao tiếp và gặp khách hàng, chịu được áp lực công việc…
• Sẵn sàng đi công tác.",2025-05-15,Kinh Doanh,Cơ khí/Máy móc/Thiết bị công nghiệp,2,Trung cấp,Không hiển thị,08:00 - 17:00,Nhân viên,"Giải Pháp Bán Hàng, Điện Tử, Cơ Khí, Giao Tiếp, Chăm Sóc Khách Hàng",Tiếng Việt,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Cơ khí/Máy móc/Thiết bị công nghiệp, Giải Pháp Bán Hàng, Điện Tử, Cơ Khí, Giao Tiếp, Chăm Sóc Khách Hàng, CÔNG TY TNHH KỸ THUẬT HẢI ÂU, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,0,100
"CS Performance Management Specialist - Operations, SPX Express",CÔNG TY TNHH SPX EXPRESS,Thương lượng,"15 Đường Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","- Bachelor degree or equivalent
- Proven experience in performance management, preferably within customer service or e-commerce field.
- Strong analytical skills with the ability to interpret complex data and generate actionable insights.
- Excellent communication and collaboration skills, with the ability to work effectively with different teams and departments.
- Ability to manage multiple tasks and prioritize effectively in a fast-paced environment.
- Good written and verbal communication skills in English",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Thương mại điện tử,1,Cử nhân,1,9:00 - 18:00,Nhân viên,Customer Service,Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị Thương Mại, Thương mại điện tử, Customer Service, CÔNG TY TNHH SPX EXPRESS, Hồ Chí Minh",Tiếp Thị Thương Mại,0,100
Marketing Manager,Spring Hill Education,Thương lượng,"11-15 Trần Ngọc Diện, P. Thảo Điền, Tp. Thủ Đức, TP. HCM, 11-11A-13 Trần Ngọc Diện, phường Thảo Điền, Tp Thủ Đức, Tp. HCM","*Bachelor's Degree in Marketing, Business, or a Related Field, Marketing Strategy, Media Channels, Client Relationships, Creativity, Adaptability, Research, Analysis, Writing, Public Speaking, Interpersonal Communication, Leadership, People Management, Detail-Orientated, Budgeting, Organisation, Multi-Tasking
* 3 years experienced is minimum
* Understanding about early childhood education and traditional culture is a plus",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Giáo dục/Đào Tạo,1,Không giới hạn,Không hiển thị,,Trưởng phòng,"Digital Marketing, Event Management",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Giáo dục/Đào Tạo, Digital Marketing, Event Management, Spring Hill Education, Hồ Chí Minh",Tiếp Thị,0,100
International School Main Administrative,Spring Hill Education,$ 600-800 /tháng,"11-15 Trần Ngọc Diện, P. Thảo Điền, Tp. Thủ Đức, TP. HCM, 11-11A-13 Trần Ngọc Diện, phường Thảo Điền, Tp Thủ Đức, Tp. HCM","• A Bachelor’s degree.
• Relevant license and certification may be required.
• School administration experience may be required.
• Knowledge of and practical experience with the relevant software.
• Excellent leadership, organizational, management, and communication skills.
• Strong problem-solving and analytical skills, as well as the ability to remain professional.
• A willingness to deal with workloads and work overtime.
• At least 3 years of relevant experience in an office setting, preferably in an administrative or clerical role
• Excellent organizational skills, ability to prioritize, and comfortable working independently
• Exceptional oral and written communication skills, including strong spelling, grammar, and punctuation
• Must be committed to providing outstanding customer service and demonstrate strong interpersonal skills
• Strong attention to detail
• Proficient computer skills and ability to operate general office equipment",2025-05-15,Giáo Dục,Giáo dục/Đào Tạo,0,Không giới hạn,Không hiển thị,08:00 - 17:00,Nhân viên,"English, Office Operations",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Giáo Dục, Giảng Dạy/Đào Tạo, Giáo dục/Đào Tạo, English, Office Operations, Spring Hill Education, Hồ Chí Minh",Giảng Dạy/Đào Tạo,0,100
Giám Đốc Kinh Doanh & Khách Hàng Toàn Quốc,Navigos Search,"$ 50,000-120,000 /năm","Quận 1, Ho Chi Minh, Vietnam, HCMC","• Tốt nghiệp đại học trở lên, ưu tiên chuyên ngành Truyền thông, Quản trị, Marketing, Quảng cáo, Tài chính, Luật…
• Thành thạo ít nhất hai ngôn ngữ (Trung – Anh, Trung – Việt hoặc Việt – Anh), ưu tiên ứng viên thông thạo Trung – Việt hoặc Trung – Anh.
• Tuổi từ 35 – 45.
• Có ít nhất 8 năm kinh nghiệm quản lý cấp trung/cao tại các doanh nghiệp lớn, ưu tiên ứng viên từng phụ trách lĩnh vực liên quan.
• Có ít nhất 7 năm kinh nghiệm ở vị trí quản lý kinh doanh cao cấp.
• Kinh nghiệm quản lý đội ngũ kinh doanh lớn (>100 người)
• Ứng viên không mang quốc tịch Việt Nam cần có ít nhất 6 năm kinh nghiệm làm việc tại Việt Nam hoặc thị trường Đông Nam Á.
• Có tư duy chiến lược, khả năng lãnh đạo đội nhóm, giao tiếp đa văn hóa và kỹ năng thực thi xuất sắc.
• Khả năng định hướng thị trường và phân tích kinh doanh.
• Kỹ năng giao tiếp, lãnh đạo, và điều phối công việc tốt.",2025-05-15,Kinh Doanh,Truyền thông/Báo chí/Quảng cáo,8,Cử nhân,1,,Giám Đốc và Cấp Cao Hơn,"Giao Tiếp Đa Văn Hóa, Lãnh Đạo, Phân Tích Chiến Lược, Phân Tích Kinh Doanh, Quản Lý Kinh Doanh",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Truyền thông/Báo chí/Quảng cáo, Giao Tiếp Đa Văn Hóa, Lãnh Đạo, Phân Tích Chiến Lược, Phân Tích Kinh Doanh, Quản Lý Kinh Doanh, Navigos Search, Hồ Chí Minh",Bán Hàng/Phát Triển Kinh Doanh,35,45
Chuyên Viên Mua Hàng Tiếng Trung hoặc Tiếng Anh (Sourcing & Purchasing),Tập Đoàn Karofi Holding,"$ 600-1,000 /tháng","Hudland Tower, Hoàng Liệt, Hoàng Mai, Hà Nội, Việt Nam, Từ Hồ, Yên Mỹ, Hưng Yên, Việt Nam, Tầng 7 - Hudland Tower - Số 6 Nguyễn Hữu Thọ - Hoàng Liệt - Hoàng Mai - Hà Nội","• Tốt nghiệp Cao đẳng/ Đại học trở lên, chuyên ngành Xuất nhập khẩu, Hải quan, Thương mại, Ngoại ngữ... hoặc chuyên ngành KỸ THUẬT
• Có từ trên 1 năm kinh nghiệm Phát triển nguồn hàng (Sourcing), Mua hàng (Purchasing) Xuất nhập khẩu... tại các công ty sản xuất – lắp ráp sản phẩm về Điện tử/ Gia dụng/ Linh kiện Kỹ thuật/ Máy móc tự động hóa...
• Trình độ ngoại ngữ: thành thạo Tiếng Anh, Tiếng Trung...
• Am hiểu về Incoterm, luật và các quy định hải quan hiện hành
• Có kỹ năng về word, excel, phần mềm SAP
• Kỹ năng giải quyết công việc, lập kế hoạch, phân tích số liệu
• Tinh thần trách nhiệm cao, cẩn thận, chi tiết.
• Trung thực, năng động, chịu được áp lực công việc cao trong công việc
• Ưu tiên ứng viên luôn thể hiện sự cam kết vượt trội, đổi mới sáng tạo và hướng tới khách hàng trong công việc",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Sản xuất,1,Cao đẳng,1,,Nhân viên,"Purchase Management, Cung Ứng, Sourcing Management, Procurement, Supplier Sourcing",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Thu Mua & Quản Trị Hàng Tồn Kho, Sản xuất, Purchase Management, Cung Ứng, Sourcing Management, Procurement, Supplier Sourcing, Tập Đoàn Karofi Holding, Hà Nội, Hưng Yên",Thu Mua & Quản Trị Hàng Tồn Kho,0,100
"Senior Merchandiser/ Merchandiser - High-End Furniture, Large US Retailers",Flatworld Asia,"$ 2,000-5,500 /tháng","Ho Chi Minh City, Vietnam, Bình Dương, Vietnam, Nguyễn Văn Hưởng, Thao Dien, Ho Chi Minh City, Vietnam",Applicants should have:,2025-05-15,Dệt May/Da Giày,Nội thất/Gỗ,0,,,,Trưởng phòng,"Merchandising, Furniture, Chinese, Upholstery Manufacturing",Tiếng Anh,Không hiển thị,,,,"Dệt May/Da Giày, Quản Lý Đơn Hàng, Nội thất/Gỗ, Merchandising, Furniture, Chinese, Upholstery Manufacturing, Flatworld Asia, Hồ Chí Minh, Bình Dương",Quản Lý Đơn Hàng,0,100
IE Manager,Công Ty TNHH Công Nghệ Welco Việt Nam,Thương lượng,"Hải Dương, Việt Nam, Hà Nội, Vietnam, Hưng Yên, Việt Nam, Nhà xưởng A17 và Lô đất A19, khu công nghiệp kỹ thuật cao An Phát, Phường Việt Hòa, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam","• Tốt nghiệp đại học trở lên chuyên ngành Cơ khí/ Điện Tử
• Trên 4 năm kinh nghiệm làm việc trong ngành điện tử PIE, ưu tiên ứng viên có kinh nghiệm sản xuất tinh gọn (Lean Manufacturing) trong lĩnh vực PCBA.
• Thái độ làm việc nghiêm túc, tích cực, có trách nhiệm và khả năng chịu áp lực tốt.
• Kỹ năng giao tiếp và phối hợp tốt, tinh thần làm việc nhóm cao.
• Khả năng học hỏi và thích ứng nhanh.
• Thành thạo việc lập báo cáo và phân tích dữ liệu.
• Sử dụng thành thạo 7 phương pháp IE để thiết lập quy trình sản xuất và thời gian sản xuất sản phẩm.
• Có nền tảng tiếng Anh tốt, khả năng đọc và viết tốt.
• Thành thạo Excel và các phần mềm văn phòng khác.",2025-05-15,Sản Xuất,Sản xuất,4,Cử nhân,Không hiển thị,,Trưởng phòng,"Lean Manufacturing, PCBA, Cải Tiến Quy Trình Sản Xuất, Giảm Thiểu Rủi Ro, SMT Process",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Phân Tích Sản Xuất, Sản xuất, Lean Manufacturing, PCBA, Cải Tiến Quy Trình Sản Xuất, Giảm Thiểu Rủi Ro, SMT Process, Công Ty TNHH Công Nghệ Welco Việt Nam, Hải Dương, Hà Nội, Hưng Yên",Phân Tích Sản Xuất,0,100
