Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
Chuyên Viên Tuyển Dụng,Navigos Search,"$ 500-1,000 /tháng","QL1A, Tân Tạo A, Bình Tân, Ho Chi Minh City, Vietnam, HCMC","• Tốt nghiệp Đại học trở lên, chuyên ngành Nhân sự, Quản trị kinh doanh, Ngôn ngữ, hoặc tương đương.
• Thành thạo tiếng Trung hoặc tiếng Anh là bắt buộc (làm việc trực tiếp với cấp quản lý Đài Loan và Việt Nam)
• Có ít nhất 5 năm kinh nghiệm tuyển dụng, đặc biệt chuyên tuyển dụng khối văn phòng
• Có tư duy hệ thống, chủ động, linh hoạt và có khả năng làm việc đa nhiệm với áp lực cao.
• Ưu tiên ứng viên từng làm tại công ty có yếu tố nước ngoài hoặc mô hình đa pháp nhân.",2025-05-16,Nhân Sự/Tuyển Dụng,Giáo dục/Đào Tạo,5,Cử nhân,1,08:00 - 17:00,Nhân viên,"Quản Lý Nhân Sự, Tiếng Anh, Tiếng Trung, Tuyển Dụng",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Tuyển Dụng, Giáo dục/Đào Tạo, Quản Lý Nhân Sự, Tiếng Anh, Tiếng Trung, Tuyển Dụng, Navigos Search, Hồ Chí Minh",Tuyển Dụng,18,50
IT Manager,Coherent Vietnam,Thương lượng,"Đường Trần Phú, Khu công nghiệp Nhơn Trạch 1, Phước Thiền, Nhơn Trạch, Đồng Nai, Việt Nam, Ho Chi Minh City, Vietnam, Binh Duong, Vietnam, Số 36, đường số 4, Khu công nghiệp VSIP I, Thành phố Thuận An, Tỉnh Bình Dương",,2025-05-16,Công Nghệ Thông Tin/Viễn Thông,Sản xuất,10,Cử nhân,Không hiển thị,,Trưởng phòng,"Planning, ERP, Production Planning, SAP, Production Control",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, IT Support/Help Desk, Sản xuất, Planning, ERP, Production Planning, SAP, Production Control, Coherent Vietnam, Đồng Nai, Hồ Chí Minh, Bình Dương",IT Support/Help Desk,0,100
Director Of Admissions And Marketing (DAM),British International School Hanoi,Thương lượng,"BRITISH INTERNATIONAL SCHOOL, HANOI, Lot H3-H4, Hoa Lan Road, Vinhomes Riverside Long Bien, Hanoi",,2025-05-16,Giáo Dục,Giáo dục/Đào Tạo,7,,,,Giám Đốc và Cấp Cao Hơn,"Analytical Skills, Bilingual Proficiency, Leadership Skills, Oracle CRM, Sales Experience",Bất kỳ,Không giới hạn,,,,"Giáo Dục, Dịch Vụ Sinh Viên/Hỗ Trợ Học Viên, Giáo dục/Đào Tạo, Analytical Skills, Bilingual Proficiency, Leadership Skills, Oracle CRM, Sales Experience, British International School Hanoi, Hà Nội",Dịch Vụ Sinh Viên/Hỗ Trợ Học Viên,0,100
Chuyên Viên Tuyển Dụng Cấp Cao,New World Fashion Group,Thương lượng,"Hai Phong, Vietnam, Road 353, Anh Dung, Duong Kinh, Hai Phong City, VIETNAM","• Tốt nghiệp chuyên ngành Quản trị nhân sự/Quản trị kinh doanh hoặc các ngành liên quan
Degree in Human Resources Management / Business Administration or relevant disciplines
• Tối thiểu 3 năm kinh nghiệm trong lĩnh vực nhân sự, ưu tiên ngành trong lĩnh vực tuyển dụng, ưu tiên có kinh nghiệm tuyển dụng quần áo
Minimum 3 years of experience in HR, preferably in recruitment sector, with clothing industry recruitment experience preferred
• Thành thạo nói và viết tiếng Anh
Good command of written and spoken English
• Kỹ năng giao tiếp và phân tích tốt, khả năng rút ra những hiểu biết sâu sắc từ dữ liệu
Strong communication and analysis skill, ability to draw insights from data
• Ứng viên ít kinh nghiệm sẽ được xem xét đề nghị làm Cán bộ
Candidate will less experience will be considered to offer as Officer

CHẾ ĐỘ PHÚC LỢI:
- 12 ngày nghỉ phép năm
12 anual leave days
- Thưởng hiệu quả công việc cuối năm
KPI bonus
- Tháng lương thứ 13
13th month salary
- Ăn trưa miễn phí tại Công ty
Free lunch at Company
- Các sự kiện khác theo chính sách của Công ty
Events according to Company's policy
- Cơ hội phát triển nghề nghiệp và làm việc trong môi trường chuyên nghiệp
Opportunity to develop career and working in a professional environment.",2025-05-16,Nhân Sự/Tuyển Dụng,Sản xuất,3,Không giới hạn,Không hiển thị,,Nhân viên,"Nhân Sự, Tuyển Dụng, Quản Trị Nhân Sự, Phỏng Vấn, Hành Chính Nhân Sự",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Nhân Sự/Tuyển Dụng, Tuyển Dụng, Sản xuất, Nhân Sự, Tuyển Dụng, Quản Trị Nhân Sự, Phỏng Vấn, Hành Chính Nhân Sự, New World Fashion Group, Hải Phòng",Tuyển Dụng,0,100
B2B Sales Executive (Non-Life Insurance),Tokio Marine Insurance Vietnam Company Limited (Tmiv),Thương lượng,"23 Phố Phan Chu Trinh, Phan Chu Trinh, Hoàn Kiếm, Hanoi, Vietnam, 6F, Sun Red River Building, No. 23 Phan Chu Trinh, Hoan Kiem, Hanoi","QUALIFICATIONS
- At least 2 years of experience in the Sales/ Key Account management/ Business development/ Customer service fields.
- Experience in Non-life insurance is preferable.
- Fluent in English. Proficient in MS Office (Excel & PowerPoint essential).
- Presentation, Negotiation, Reporting, Analytical & Logical thinking, Time & task management skills.

EXPECTED START WORKING DATE: May 2025, or as soon as the candidate is available.

BENEFITS
- Competitive Bonuses: 13th-Month bonus, Performance bonus, and Long-term awards.
- Monthly allowances: Responsibility, Lunch, Mobile phone, Transportation allowances.
- Additional allowances: Birthday, Public holidays, Clothing, In-patient treatment, etc.
- Healthcare & Insurance: Annual Health Check, Complimentary Healthcare Insurance and Support for family members, Social-Health-Unemployment Insurance based on full basic salary.
- Activities & Events: Travel trip, Annual Conference, Company Anniversary, Women’s Day, Employee Birthdays, Sports and In-door activities, etc.
- Generous leave policy: up to 23 days/year, with half-day and quarter-day leave options.
- Training: opportunities for both technical & soft skills training.

WORKING CONDITIONS
- Working location:
+ Head Office: No. 23 Phan Chu Trinh, Hoan Kiem, Hanoi
- Working time:
+ Monday – Friday, 8:00 – 17:00 or 8:30 – 17:30
+ Work from home: 1 day/ week
- Pantry room equipped with Refrigerator, Microwave, Coffee machine, Yogurt, Tea & Coffee
- Transportation by company car & taxi for outside assignments.
- Motorbike parking: In the same building (company-registered).",2025-05-16,Kinh Doanh,Bảo hiểm,1,Cao đẳng,1,,Nhân viên,"Key Account Management, Advanced Excel, Sales Reporting, Client Negotiation, Business Presentation",Tiếng Anh,Người Việt Nam,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Bảo hiểm, Key Account Management, Advanced Excel, Sales Reporting, Client Negotiation, Business Presentation, Tokio Marine Insurance Vietnam Company Limited (Tmiv), Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
"Business Development Manager VN (Dietary Supplements, Dermocosmetics, Healthcare Products)",Navigos Search,"$ 2,000-3,500 /tháng","Hà Nội, Việt Nam, Hanoi / HCMC","✅ Requirements:
• Proven experience in B2B sales / business development in health supplements / FMCG / OTC pharma / dermocosmetics
• Strong regional exposure, preferably with distribution channels across ASEAN
• Excellent interpersonal, negotiation, and stakeholder management skills
• Fluent in English (any other ASEAN languages is a plus)
• Willingness to travel frequently within Southeast Asia",2025-05-16,Kinh Doanh,Dịch vụ Y tế/Chăm sóc sức khỏe,3,Cử nhân,Không hiển thị,09:00 - 18:00,Trưởng phòng,"Kinh Doanh B2B, Business Development, Health Supplement, Negotiation Skills, Interpersonal skills",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Dịch vụ Y tế/Chăm sóc sức khỏe, Kinh Doanh B2B, Business Development, Health Supplement, Negotiation Skills, Interpersonal skills, Navigos Search, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
Sale Tour Inbound Độ Tuổi 22 - 30 Yêu Cầu Giao Tiếng Tiếng Anh (Cam Kết Thu Nhập 15 Triệu – 30 Triệu Vnđ/tháng),Công Ty TNHH Thương Mại Và Du Lịch Goasiadaytrip Quốc Tế,"$ 600-1,300 /tháng","100 Ngõ 126 Khuất Duy Tiến, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Việt Nam, Tầng 3, Số 100, Ngõ 126 Khuất Duy Tiến, Thanh Xuân","Yêu cầu:
• Không yêu cầu kinh nghiệm (Được đào tạo nghiệp vụ du lịch và kỹ năng bán hàng chuyên nghiệp)
• Yêu cầu tiếng Anh giao tiếp tốt.
• Kỹ năng giao tiếp tốt, khéo ăn nói, năng động, nhiệt tình trong công việc, đam mê du lịch.
• Có kỹ năng xử lý tình huống và nhanh nhạy trong việc xử lý các vấn đề phát sinh.
• Ưu tiên những ứng viên xác định làm việc lâu dài và theo đuổi ngành du lịch.",2025-05-16,Kinh Doanh,Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch,1,Không giới hạn,1,,Nhân viên,"Tiếng Anh, Tour Inbound, Inbound Sales, Du Lịch Inbound, Tour Sales",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Dịch vụ lưu trú/Nhà hàng/Khách sạn/Du lịch, Tiếng Anh, Tour Inbound, Inbound Sales, Du Lịch Inbound, Tour Sales, Công Ty TNHH Thương Mại Và Du Lịch Goasiadaytrip Quốc Tế, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,22,30
Admissions Officer (Korean Language),Dwight School Hanoi,Thương lượng,"The Manor Central Park, Hanoi, The Manor Central Park, Nguyễn Xiển, quận Hoàng Mai, Hà Nội",,2025-05-16,Giáo Dục,Giáo dục/Đào Tạo,3,Cử nhân,Không hiển thị,07:30 - 16:30,Nhân viên,"Korean Speaking Skill, Customer Service, Event Planning, Admissions Processes, Education Consulting",Tiếng Anh,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Giáo Dục, Dịch Vụ Sinh Viên/Hỗ Trợ Học Viên, Giáo dục/Đào Tạo, Korean Speaking Skill, Customer Service, Event Planning, Admissions Processes, Education Consulting, Dwight School Hanoi, Hà Nội",Dịch Vụ Sinh Viên/Hỗ Trợ Học Viên,0,100
"Quản Lý Đại Lý Bất Động Sản (15-20 Triệu + Hoa Hồng, Thu Nhập x2 Lương Cứng - Không Giới Hạn)",Công Ty Cổ Phần Bất Động Sản BHS,15tr-20tr ₫/tháng,"Tầng 2, Toà Thanh Xuân Complex, Số 6 Lê Văn Thiêm, Thanh Xuân, Hà Nội, Tầng 2, 24T3 Thanh Xuân Complex, số 6 Lê Văn Thiêm, Thanh Xuân Trung, Thanh Xuân, Hà Nội",,2025-05-16,Bất Động Sản,Bất Động Sản/Cho thuê,2,Cử nhân,1,08:30 - 18:00,Nhân viên,"Bất Động Sản, Phát Triển Đối Tác, Am Hiểu Thị Trường, Quản trị Kinh doanh, Xây Dựng Mối Quan Hệ",Tiếng Việt,Không hiển thị,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Bất Động Sản, Kinh Doanh Thương Mại, Cho Thuê & Quản Lý Tài Sản, Bất Động Sản/Cho thuê, Bất Động Sản, Phát Triển Đối Tác, Am Hiểu Thị Trường, Quản trị Kinh doanh, Xây Dựng Mối Quan Hệ, Công Ty Cổ Phần Bất Động Sản BHS, Hà Nội","Kinh Doanh Thương Mại, Cho Thuê & Quản Lý Tài Sản",0,100
Power Apps & Power Automate Developer,Bosch Global Software Technologies Company Limited,Thương lượng,"32 Đường Tân Thắng, Celadon City, Tân Phú, Hồ Chí Minh, Việt Nam, Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM","• Bachelor’s degree in Computer Science, Information Technology, Software Engineering, or a related field (or equivalent work experience).
• 1-3 years of experience developing applications using Power Apps and automating processes with Power Automate.
• Experience working with Microsoft Power Platform, Dataverse, SharePoint, SQL Server, and REST APIs.
• Proficiency in Canvas Apps development.
• Hands-on experience with Power Automate Cloud Flows.
• Strong knowledge of Power Fx, JSON, and Expressions for logic implementation.
• Experience in custom connectors, APIs, and integrations with third-party applications.
• Knowledge of Microsoft 365 (SharePoint, Teams, OneDrive, Outlook) integration.
• Experience with error handling, performance optimization, and debugging Power Platform applications.
• Strong problem-solving and analytical skills.
• Ability to communicate effectively with technical and non-technical stakeholders.
• A team player with a proactive mindset and self-learning ability.
• Ability to handle multiple projects in a fast-paced environment.",2025-05-16,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm CNTT/Dịch vụ Phần mềm,3,Cử nhân,Không hiển thị,,Nhân viên,"English proficiency, Power Automate, Power Apps, SQL Server",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Chuyển Đổi Số, Phần Mềm CNTT/Dịch vụ Phần mềm, English proficiency, Power Automate, Power Apps, SQL Server, Bosch Global Software Technologies Company Limited, Hồ Chí Minh",Chuyển Đổi Số,0,100
Quản Trị Viên Tập Sự (Tessellation Vietnam Management Trainee),Công Ty TNHH Tessellation Hòa Bình,Thương lượng,"Lô 102/6-3, đường số 02, KCN Amata, Long Bình, Biên Hòa, Đồng Nai, Hà Nội, Vietnam, Số 15 Đại Lộ Tự Do, khu công nghiệp Việt Nam - Singapore, Phường Bình Hòa, Thành phố Thuận An, Tỉnh Bình Dương, KCN Lương Sơn, xã Hòa Sơn, huyện Lương Sơn, tỉnh Hòa Bình","1. YÊU CẦU CHUNG
o Tốt nghiệp Đại học trở lên, chấp nhận tất cả các chuyên ngành (ưu tiên: Dệt may, Kỹ thuật công nghiệp, Quản lý chất lượng, Sản xuất, Quản trị thống kê, Quản lý công nghiệp, Kỹ sư cơ khí, điện tử, Kỹ sư điều khiển tự động hóa, Kỹ sư hóa học, Quản ý chuỗi cung cứng )
o Sinh viên mới tốt nghiệp hoặc dưới 2 năm kinh nghiệm làm việc toàn thời gian
o Giao tiếp tiếng Anh tốt (nói và viết)

2. KỸ NĂNG MỀM
o Tư duy độc lập, phản biện, phân tích và giải quyết vấn đề, giao tiếp và làm việc nhóm
o Kỹ năng tổ chức tốt, quản lý thời gian hiệu quả trong môi trường áp lực cao, khả năng học hỏi nhanh
o Tư duy phát triển, khả năng thực thi và đạt kết quả,
o Kỹ năng lãnh đạo, kỹ năng quản lý và tạo ảnh hưởng, quản lý thay đổi, cam kết và ổn định lâu dài
o Trung thực, cẩn thận và đáng tin cậy, có tính kỷ luật cao, tự tin, độc lập, có đạo đức và giá trị sống tốt
o Có khả năng thích ứng văn hóa trong môi trường đa quốc gia
o Chủ động, năng động, tích cực

3. ĐỊA ĐIỂM LÀM VIỆC
o Làm việc tại Hòa Bình, Bình Dương, Đồng Nai – Việt Nam
o Có xe đưa đón nhân viên từ Hà Nội đến Hòa Bình - Từ TP.HCM/TP. Thủ Đức đến Bình Dương, Đồng Nai
4. THỜI GIAN NHẬN HỒ SƠ: Từ 14/05/2025 đến 08/06/2025
5. QUY TRÌNH ỨNG TUYỂN:
• Vòng 1: Bài kiểm tra đánh giá năng lực (trực tuyến)
• Vòng 2: Một Ngày Trải Nghiệm Case Study (trực tiếp tại nhà máy)
• Vòng 3: Phỏng Vấn Trực Tiếp
• Chính thức gia nhập Tessellation Việt Nam: 07/2025

6. LƯƠNG, THƯỞNG, CHẾ ĐỘ LÀM VIỆC
o Mức lương : Thỏa thuận
o Miễn phí suất ăn trưa tại nhà máy
o Tham gia bảo hiểm sức khỏe, bảo hiểm rủi ro 24/7 ngay khi thử việc
o Miễn phí khám sức khỏe đầu vào, được khám sức khỏe định kỳ hàng năm
o Được hỗ trợ đóng BHXH, BHTN, BHYT trong 2 tháng thử việc trả trực tiếp vào lương
o Có xe đưa đón nhân viên từ Hà Nội đến TP. Hòa Bình, từ TP. HCM đến nơi làm việc
o Môi trường làm việc hoà đồng, được đào tạo nâng cao kỹ năng, chuyên môn nghiệp vụ
o Sau thử việc được tham gia BHXH, BHYT, BHTN theo qui định
o Cơ hội đi đào tạo và tu nghiệp tại nước ngoài
o Thưởng tháng 13, xem xét tăng lương hàng năm
o 14 ngày phép/năm
o Hưởng 100% lương khi thử việc",2025-05-16,Sản Xuất,Dệt may/May mặc/Giày dép,0,Cử nhân,Không hiển thị,,Nhân viên,"Garment, Quản Lý Đơn Hàng, Quản lý chuỗi cung ứng, May Mặc, Tiếng Anh",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Dệt may/May mặc/Giày dép, Garment, Quản Lý Đơn Hàng, Quản lý chuỗi cung ứng, May Mặc, Tiếng Anh, Công Ty TNHH Tessellation Hòa Bình, Đồng Nai, Hà Nội, Bình Dương",Hoạch Định & Quản Lý Sản Xuất,0,100
Branch Service Manager,United Overseas Bank (Vietnam) Limited (UOB),Thương lượng,"Central Plaza, 17 Le Duan Street, District 1, HCMC, Vietnam, MPlaza, 39 Le Duan, Ben Nghe, District 1, HCMC, The Central Plaza, 17 Le Duan, District 1, Ho Chi Minh City, Vietnam",,2025-05-16,Ngân Hàng & Dịch Vụ Tài Chính,Ngân hàng,5,Cử nhân,Không hiển thị,08:30 - 17:30,Trưởng phòng,"Branch Operation, Communication, Customer Service, Leadership, People Management",Bất kỳ,Không hiển thị,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Ngân Hàng & Dịch Vụ Tài Chính, Dịch Vụ Hỗ Trợ Khách Hàng, Ngân hàng, Branch Operation, Communication, Customer Service, Leadership, People Management, United Overseas Bank (Vietnam) Limited (UOB), Hồ Chí Minh",Dịch Vụ Hỗ Trợ Khách Hàng,0,100
Kỹ Sư Môi Trường Làm Việc Tại Hải Dương (Salary Upto 25 Triệu/ Tháng),Công Ty TNHH Hòa Quần,20tr-25tr ₫/tháng,"Hải Dương, Việt Nam, Hà Nội, Vietnam, Lô số 6, BT2 khu đô thị Vinaconex 3 Trung Văn , phường Trung Văn , quận Nam Từ Liêm, Hà Nội","• Kinh nghiệm: vận hành hệ thống xử lý nước thải/khái thải tối thiểu 1 năm.
• Am hiểu về MMTB liên quan hệ thống vận hành XLNT, có kiến thức về ESG, 5S, ISO
• Tích cực, chịu khó, tinh thần gắn kết
• Tốt nghiệp chuyên ngành liên quan đến xử lý nước thải, môi trường.sinh hóa
• Có chuyên môn, kinh nghiệm trong công việc vận hành hệ thống xử lý nước thải theo đúng tiêu chuẩn QCVN về hệ thống xử lý nước thải",2025-05-16,Kiến Trúc/Xây Dựng,Kỹ thuật xây dựng/Cơ sở hạ tầng,1,Cử nhân,Không hiển thị,08:00 - 17:00,Nhân viên,"Hệ Thống Nước Thải, Kiến Thức Về Esg, Kiến thức về ISO, Quản Lý Thiết Bị, Làm việc độc lập",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 7,Toàn thời gian,"Kiến Trúc/Xây Dựng, An Toàn Lao Động, Kỹ thuật xây dựng/Cơ sở hạ tầng, Hệ Thống Nước Thải, Kiến Thức Về Esg, Kiến thức về ISO, Quản Lý Thiết Bị, Làm việc độc lập, Công Ty TNHH Hòa Quần, Hải Dương, Hà Nội",An Toàn Lao Động,0,100
Quyền Quản Lý Kinh Doanh,NOUS By Sun Life - Sun Life Việt Nam,$ 20tr-50tr /tháng,"số 1 Lương Yên, Hai Bà Trưng, Hà Nội","• Độ tuổi: 22 - 40 tuổi
• Trình độ: Tốt nghiệp Đại học/ Cao đẳng trở lên
• Ngoại hình & tác phong chuyên nghiệp
• Kỹ năng tuyển dụng và đào tạo đội nhóm
• Kỹ năng quản lý, tư vấn bán hàng & chăm sóc Khách hàng
• Chủ động, có trách nhiệm và chịu được áp lực công việc
• Thái độ làm việc tốt, có khả năng thích nghi cao
• Ưu tiên ứng viên có kinh nghiệm về quản lý và làm việc trong các ngành: Bảo hiểm, Tài chính, Ngân hàng, Kinh doanh, Dịch vụ khách hàng, Giáo dục,…",2025-05-16,Kinh Doanh,Bảo hiểm,0,Cử nhân,Không hiển thị,09:00 - 18:00,Nhân viên,"Tư Vấn Bán Hàng, Chăm Sóc Khách Hàng, Dịch Vụ Khách Hàng, Phân Tích Thị Trường, Quản Lý Kinh Doanh",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Bảo hiểm, Tư Vấn Bán Hàng, Chăm Sóc Khách Hàng, Dịch Vụ Khách Hàng, Phân Tích Thị Trường, Quản Lý Kinh Doanh, NOUS By Sun Life - Sun Life Việt Nam, Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,0,100
Trưởng Nhóm QA,Công Ty Điện Lạnh Hòa Phát,"$ 600-1,000 /tháng","Khu công nghiệp Phố Nối A, xã Giai Phạm, huyện Yên Mỹ, tỉnh Hưng Yên, 39 Nguyễn Đình Chiểu, Q. Hai Bà Trưng, Hà Nội","- Tốt nghiệp Cao đẳng trở lên Chuyên ngành Nhiệt lạnh, điện tử, cơ khí hoặc các chuyên ngành liên quan
- Có kinh nghiệm từ 2 năm và 1 năm kinh nghiệm ở vị trí tương đương trong lĩnh vực kiểm soát chất lượng, sản xuất điện lạnh, ưu tiên đã từng làm việc trong các doanh nghiệp FDI
- Ngoại ngữ: Tiếng Anh
- Có khả năng phân tích, xử lý tình huống nhanh, nhạy bén về quản lý chất lượng.
-Có khả năng xây dựng, lãnh đạo, đạo tạo đội nhóm
- Có tinh thần trách nhiệm cao, ham học hỏi, cẩn thận, tỉ mỉ.",2025-05-16,Sản Xuất,Sản xuất,2,Không giới hạn,Không hiển thị,,Trưởng phòng,"Quality Control, QA, QC, Điện Lạnh Gia Dụng, Sản xuất",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng, Sản xuất, Quality Control, QA, QC, Điện Lạnh Gia Dụng, Sản xuất, Công Ty Điện Lạnh Hòa Phát, Hưng Yên",Đảm Bảo Chất Lượng/Kiểm Soát Chất Lượng/Quản Lý Chất Lượng,0,100
Nhân Viên Kinh Doanh Tiếng Nhật,Công Ty TNHH Hòa Quần,15tr-20tr ₫/tháng,"Lô số 6, BT2, Khu đô thị Vinaconex 3 Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội, Lô số 6, BT2 khu đô thị Vinaconex 3 Trung Văn , phường Trung Văn , quận Nam Từ Liêm, Hà Nội","• Khả năng giao tiếp Tiếng Nhật thành thạo. Ưu tiên ứng viên giao tiếp Tiếng Anh cơ bản
• Ưu tiên các ứng viên có kinh nghiệm về sales.
• Phiên dịch trong các cuộc họp
• Kỹ năng giao tiếp làm việc nhóm tốt
• Có kinh nghiệm ít nhất 2 năm ở vị trí Phiên dịch tiếng Nhật

Quyền lợi:
- Thưởng lễ, Tết, tháng lương 13,…
- Được tham gia BHXH, BHYT và các phúc lợi khác theo quy định công ty
- Các chế độ nghỉ phép theo bộ luật lao động quy định
- Được đào tạo, bồi dưỡng và phát triển nghề nghiệp
- Lương: 15,000,000 - 20,000,000 và chế độ phúc lợi hấp dẫn theo từng dự án.
- Môi trường làm việc chuyên nghiệp, năng động",2025-05-16,Hành Chính Văn Phòng,Kỹ thuật xây dựng/Cơ sở hạ tầng,2,Không giới hạn,Không hiển thị,09:00 - 18:00,Nhân viên,"Giao Tiếp Tiếng Nhật Bản, Kinh nghiệm sale, Hỗ Trợ Kinh Doanh, Pháp Lý Dự Án Đầu Tư, Tiếng Nhật",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Hành Chính Văn Phòng, Biên Phiên Dịch, Kỹ thuật xây dựng/Cơ sở hạ tầng, Giao Tiếp Tiếng Nhật Bản, Kinh nghiệm sale, Hỗ Trợ Kinh Doanh, Pháp Lý Dự Án Đầu Tư, Tiếng Nhật, Công Ty TNHH Hòa Quần, Hà Nội",Biên Phiên Dịch,0,100
HCMC - Production Supply Specialist For Textile Component,Decathlon Vietnam,Thương lượng,"Floor 5, Pax Sky, 26 Ung Van Khiem St., Ward 25, Binh Thanh District, Ho Chi Minh City, Vietnam, Pax Sky, Ung Văn Khiêm, Phường 25, Bình Thạnh, Ho Chi Minh City, Vietnam","2+ years of experience in supply or related operational fields.
Strong action-driven mindset with proven project management skills.
Proficient in managing supplier performance and partnerships.
Customer-service oriented, with a commitment to user satisfaction.
Always solution-focused; seek alternatives instead of barriers.
Able to leverage both personal strengths and team collaboration.
Detail-oriented and comfortable working with data.
Curious and experimental mindset with strong resilience.
Calm, patient, and composed under pressure.
Recognized for contributions and impact in past projects.
Collaborative with a strong team spirit.

YOUR BENEFITS:
Monthly performance bonus and 13th salary.
Annual Salary review in March.
18 annual leaves and flexible working hours.
Social Insurance according to Vietnamese Labor Law and Healthcare Insurance for you and your family members.
Annual health check.
Career planning through your Personal Plan and Learning & Development Plan.
Participate in several training courses to develop your competence.
Join collective activities organized by the Company.
Sports practice allowance.
Attractive staff discount for all purchases in Decathlon stores.",2025-05-16,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Sản xuất,2,Cử nhân,1,09:00 - 18:00,Nhân viên,"Supply Planning, Supply Chain Management, Supplier Management, Project Management",Tiếng Anh,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Sản xuất, Supply Planning, Supply Chain Management, Supplier Management, Project Management, Decathlon Vietnam, Hồ Chí Minh",Quản Lý Chuỗi Cung Ứng,25,50
Visa Counselor (Student & Travel Visa Processing Officer),CONG TY TNHH TU VAN GIAO DUC EDUCATION MATCH,Thương lượng,"Hà Nội, Vietnam, Ho Chi Minh, Vietnam, 54-56 Tue Tinh St, Hai Ba Trung Dist, Hanoi","• Education: College or University degree required.
• Language: Strong reading and writing skills in English.
• Experience: Preference given to candidates with experience in education consulting, travel, tourism, or international employment sectors.
• Good communication and customer service skills.
• Ability to work independently and as part of a team.

Benefits:
• Competitive salary and attractive benefits.
• Full insurance package as per Vietnamese labor law (social, health, and unemployment insurance).
• Professional and dynamic working environment.
• Local and international training opportunities.",2025-05-16,Giáo Dục,Giáo dục/Đào Tạo,1,Cao đẳng,1,9:00 - 18:00,Nhân viên,"Customer Service, Education Counselling, English, Visa Consulation, Visa Processing",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Giáo Dục, Tư Vấn Giáo Dục, Giáo dục/Đào Tạo, Customer Service, Education Counselling, English, Visa Consulation, Visa Processing, CONG TY TNHH TU VAN GIAO DUC EDUCATION MATCH, Hà Nội, Hồ Chí Minh",Tư Vấn Giáo Dục,0,100
