Title,Company,Salary,Location,Job Requirements,Date Posted,Industry,Field,Experience,Education,Vacancy,Work Time,Level,Skills,Language,Nationality,Gender,Work Date,Work Type,Keyword,Industry1,Age Min,Age Max
Operation Leader,"Innovature Consulting Co., Ltd",21tr-25tr ₫/tháng,"9th Floor, Ree Tower, 9 Doan Van Bo, Ward 13, District 4, HCMC, Ree Tower, 9 Doan Van Bo, District 4, Ho Chi Minh City, Viet Nam",,2025-05-15,Dịch Vụ Khách Hàng,Kế toán/Kiểm toán,5.0,Cử nhân,1,21:00 - 06:00,Nhân viên,"Accounting knowledge, English Fluency, Microsoft Excel, Team management skills, Time Management",Tiếng Anh,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Dịch Vụ Khách Hàng, Dịch Vụ Khách Hàng, Kế toán/Kiểm toán, Accounting knowledge, English Fluency, Microsoft Excel, Team management skills, Time Management, Innovature Consulting Co., Ltd, Hồ Chí Minh",Dịch Vụ Khách Hàng,15,60
Nhân Viên Kinh Doanh Tại Công Ty Nhật,Yamato International Vietnam,10tr-17tr ₫/tháng,"Số 33ter-33bis, đường Mạc Đĩnh Chi, Phường Đao Kao, Quận 1, Tp. HCM, FL10, Star Building, 33TER-33BIS Mac Dinh Chi Street, Dakao Ward, Dist 1, HCMC",,2025-05-15,Kinh Doanh,Điện/Điện tử,1.0,,,,Nhân viên,"Phát Triển Kinh Doanh, Đại Lý, Thi công dự án chuyên điện, Thương Mại Dịch Vụ, Nhà máy điện",Tiếng Việt,Không hiển thị,,,,"Kinh Doanh, Bán Hàng Kỹ Thuật, Điện/Điện tử, Phát Triển Kinh Doanh, Đại Lý, Thi công dự án chuyên điện, Thương Mại Dịch Vụ, Nhà máy điện, Yamato International Vietnam, Hồ Chí Minh",Bán Hàng Kỹ Thuật,0,100
"Tech Product Manager (Saving, Balancing, Investment Account)",CÔNG TY TNHH Befinancial,Thương lượng,"Ho Chi Minh City, Vietnam, Quận 1, TP Hồ Chí Minh","Requirements
- At least 3 years of experience in Product Management within payments, fintech, or financial services
- Strong knowledge of digital banking workflows, customer needs, and financial product lifecycles.
- Experience working on transactional systems and understanding money flow.
- Familiarity with financial operations such as account management, fund transfers, payment investment, CASA, saving, ...
- Strong collaboration skills with dev team, QA team, stakeholders (business, operation teams) and partners
- Excellent analytical, communication, and documentation skills.
- Comfortable in Agile environments with tools like Jira, Figma, Confluence.
Preferred Qualifications
- Understanding of accounting flow in banking/fintech (e.g. ledger entries, posting rules).
- Experience with financial APIs and integration with third-party services.
- Knowledge of regulatory requirements (eKYC, AML).",2025-05-15,Công Nghệ Thông Tin/Viễn Thông,Ngân hàng,3.0,Không giới hạn,Không hiển thị,,Nhân viên,Product Development,Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Công Nghệ Thông Tin/Viễn Thông, Quản Lý Dự Án Công Nghệ, Ngân hàng, Product Development, CÔNG TY TNHH Befinancial, Hồ Chí Minh",Quản Lý Dự Án Công Nghệ,0,100
Senior Supply Chain Planner,SharkNinja Vietnam,"$ 1,500-2,000 /tháng","Hanoi, 48A đường Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh","Minimum Qualifications / Experience:
• Above college degree, major in business administration or engineering or close.
• 6+ years above working experience of production planning management in manufacturing industry.
• A good knowledge and experience of ERP applications, such as SAP, Oracle mfg/pro and so on but Oracle is preference.
• A certain knowledge and experience of capacity analysis and planning.
• Good coordination ability in people communications, motivating, team work, and problem solving.
• Excellent in focusing on detail and professional approach in timely implementation of production orders.
• Good written and spoken English is preference.
• Familiar with Word, Excel and Power point application.",2025-05-15,Sản Xuất,Sản xuất,6.0,Cử nhân,Không hiển thị,,Nhân viên,"Supply Strategy, OEM, Data Analysis",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Sản Xuất, Hoạch Định & Quản Lý Sản Xuất, Sản xuất, Supply Strategy, OEM, Data Analysis, SharkNinja Vietnam, Hà Nội",Hoạch Định & Quản Lý Sản Xuất,0,100
Trưởng Phòng Bán Lẻ,Công Ty TNHH Thương Mại HTC Việt Nam (Hệ Thống Thời Trang HAPAS),40tr-60tr ₫/tháng,"Tầng 3, Toà Riverside Garden, 349 Vũ Tông Phan, Tầng 3, Riverside Garden, 349 Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội","• Nam/ Nữ, độ tuổi từ 30 - 35;
• Tốt nghiệp Đại học trở lên là lợi thế (không bắt buộc);
• Có ít nhất 2 năm kinh nghiệm ở vị ASM trở lên tại các chuỗi bán lẻ lớn;
• Đã từng quản lý hệ thống từ trên 20 cửa hàng trở lên ở nhiều tỉnh thành (tối thiểu 5 tỉnh thành trở lên);
• Kỹ năng giao tiếp và đàm phán tốt, khả năng phân tích và xử lý vấn đề nhanh chóng;
• Kỹ năng đào tạo, phát triển đội nhóm;
• Có tinh thần trách nhiệm cao, cẩn thận, chủ động trong công việc và có khả năng chịu được áp lực;
• Ưu tiên ứng viên có hiểu biết hoặc kinh nghiệm trong ngành thời trang.

QUYỀN LỢI
- Thu nhập cạnh tranh: Từ 40 - 60 TRIỆU VNĐ/tháng (bao gồm lương cứng + thưởng KPI);
- Cơ hội được làm việc trong môi trường năng động, chuyên nghiệp, có định hướng phát triển lâu dài;
- Tham gia BHYT, BHXH, BHTN đầy đủ theo quy định;
- Lộ trình phát triển rõ ràng và cơ hội thăng tiến;
- Tham gia các chương trình đào tạo nâng cao chuyên môn và kỹ năng;
- Các chế độ phúc lợi khác theo chính sách công ty (quà tặng Lễ/Tết, teambuilding, nghỉ mát, sinh nhật, hiếu hỉ…).",2025-05-15,Kinh Doanh,Thời trang/Trang sức,2.0,Cử nhân,Không hiển thị,08:00 - 17:30,Trưởng phòng,"Quản Lý Bán Lẻ, Giao Tiếp, Đàm Phán, Thẩm Định Vấn Đề, Đào Tạo Đội Nhóm",Tiếng Việt,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Thời trang/Trang sức, Quản Lý Bán Lẻ, Giao Tiếp, Đàm Phán, Thẩm Định Vấn Đề, Đào Tạo Đội Nhóm, Công Ty TNHH Thương Mại HTC Việt Nam (Hệ Thống Thời Trang HAPAS), Hà Nội",Bán Hàng/Phát Triển Kinh Doanh,30,35
Technical Documentation Engineer,CÔNG TY TNHH SPECIALTY BOLT AND SCREW VIỆT NAM,Thương lượng,SBS Ho Chi Minh City,,2025-05-15,Khoa Học & Kỹ Thuật,Ô tô,0.0,,,,Mới Tốt Nghiệp,"Autocad, Mechanical Engineering, Quality Management, SolidWorks, Mechanical",Tiếng Anh,Không hiển thị,,,,"Khoa Học & Kỹ Thuật, Cơ Khí & Điện Lạnh, Ô tô, Autocad, Mechanical Engineering, Quality Management, SolidWorks, Mechanical, CÔNG TY TNHH SPECIALTY BOLT AND SCREW VIỆT NAM, Hồ Chí Minh",Cơ Khí & Điện Lạnh,0,100
Kỹ Sư Thiết Kế Điện Động Lực Và Điện Nhẹ,CÔNG TY CỔ PHẦN Thương Mại Xuất Nhập Khẩu Vhs,$ 500-800 /tháng,"Phố Hoài Thanh – Mỹ Đình 2 - Hà Nội, A44-BT4 Phố Hoài Thanh, Khu đô thị Mỹ Đình 2, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội.","• Tốt nghiệp cao đẳng, đại học chuyên ngành Kỹ thuật điện – điện tử, Hệ thống điện, Tự động hóa…;
• Có từ 2-5 năm kinh nghiệm thiết kế hệ thống điện công trình;
• Nắm vững các tiêu chuẩn thiết kế điện Việt Nam và quốc tế (IEC, IEEE, TCVN...);
• Thành thạo phần mềm: AutoCAD, Revit MEP, MS Excel…;
• Có chứng chỉ hành nghề thiết kế hệ thống điện công trình;
• Có thể làm việc với áp lực cao, có thể đi công tác xa.",2025-05-15,Khoa Học & Kỹ Thuật,Kỹ thuật xây dựng/Cơ sở hạ tầng,2.0,Cao đẳng,1,,Nhân viên,"Điện Nhẹ, Thiết Kế Điện, Điện tử, Tự Động Hóa, Bóc Tách Khối Lượng",Bất kỳ,Không giới hạn,Bất kỳ,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Kỹ Thuật Điện/Điện Tử, Kỹ thuật xây dựng/Cơ sở hạ tầng, Điện Nhẹ, Thiết Kế Điện, Điện tử, Tự Động Hóa, Bóc Tách Khối Lượng, CÔNG TY CỔ PHẦN Thương Mại Xuất Nhập Khẩu Vhs, Hà Nội",Kỹ Thuật Điện/Điện Tử,0,100
Trưởng Phòng Cung Ứng Và Kế Hoạch Hàng Hóa,Công Ty TNHH Thương Mại HTC Việt Nam (Hệ Thống Thời Trang HAPAS),Thương lượng,"Tầng 3, Toà Riverside Garden, 349 Vũ Tông Phan, Thanh Xuân, Hà Nội, Tầng 3, Riverside Garden, 349 Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội","• Nam/Nữ, sinh năm từ 1990 đến 1995;
• Tốt nghiệp đại học các chuyên ngành về Quản lý chuỗi cung ứng, Kinh doanh, Kế hoạch,...
• Ít nhất 5 năm kinh nghiệm trong lĩnh vực cung ứng sản phẩm và kế hoạch hàng hóa, trong đó tối thiểu 2 năm với vai trò quản lý;
• Ưu tiên ứng viên có kinh nghiệm trong ngành thời trang, bán lẻ;
• Hiểu biết sâu về chuỗi cung ứng, thu mua, và lập kế hoạch hàng hóa;
• Kỹ năng phân tích dữ liệu doanh thu, tồn kho và xu hướng thị trường;
• Kỹ năng lãnh đạo và quản lý đội nhóm;
• Kỹ năng giao tiếp, đàm phán và giải quyết vấn đề hiệu quả;

QUYỀN LỢI
- Thu nhập cạnh tranh: Thỏa thuận theo năng lực (bao gồm lương cứng + thưởng KPI);
- Cơ hội được làm việc trong môi trường năng động, chuyên nghiệp, có định hướng phát triển lâu dài;
- Tham gia BHYT, BHXH, BHTN đầy đủ theo quy định;
- Lộ trình phát triển rõ ràng và cơ hội thăng tiến;
- Tham gia các chương trình đào tạo nâng cao chuyên môn và kỹ năng;
- Các chế độ phúc lợi khác theo chính sách công ty (quà tặng Lễ/Tết, teambuilding, nghỉ mát, sinh nhật, hiếu hỉ…).",2025-05-15,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi,Thời trang/Trang sức,5.0,Cử nhân,Không hiển thị,08:00 - 17:30,Trưởng phòng,"Quản Lý Cung Ứng, Kinh Doanh, Kế Hoạch Dự Án, Phân tích dữ liệu, Lãnh Đạo",Bất kỳ,Không hiển thị,Không hiển thị,Thứ 2 đến Thứ 6,Toàn thời gian,"Hậu Cần/Xuất Nhập Khẩu/Kho Bãi, Quản Lý Chuỗi Cung Ứng, Thời trang/Trang sức, Quản Lý Cung Ứng, Kinh Doanh, Kế Hoạch Dự Án, Phân tích dữ liệu, Lãnh Đạo, Công Ty TNHH Thương Mại HTC Việt Nam (Hệ Thống Thời Trang HAPAS), Hà Nội",Quản Lý Chuỗi Cung Ứng,0,100
Kỹ Sư Thiết Kế Cơ Điện (Upto 20 Triệu/tháng),Công Ty Cổ Phần Xây Dựng TEG,Tới 20tr ₫/tháng,"21 Hoàng Văn Thái, Khương Mai, Thanh Xuân, Hà Nội, Vietnam, 21, Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","2. YÊU CẦU ỨNG VIÊN
- Tốt nghiệp ĐH chuyên ngành Điện, Cấp thoát nước, Hệ thống kỹ thuật trong công trình, Nhiệt lạnh, Điều hòa, hoặc chuyên ngành có liên quan.
- Có kinh nghiệm ít nhất 1 năm trong thiết kế

3. QUYỀN LỢI ỨNG VIÊN
- Làm việc trong môi trường chuyên nghiệp, cởi mở.
- Có cơ hội thăng tiến theo năng lực.
- Được đảm bảo các quyền lợi về Bảo hiểm ....",2025-05-15,Khoa Học & Kỹ Thuật,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,Không giới hạn,1,,Nhân viên,"Thiết Kế Cơ Điện, Thiết Kế Hệ Thống, BIM, Điều Hòa Thông Gió, Cơ Điện",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Khoa Học & Kỹ Thuật, Cơ Khí & Điện Lạnh, Kỹ thuật xây dựng/Cơ sở hạ tầng, Thiết Kế Cơ Điện, Thiết Kế Hệ Thống, BIM, Điều Hòa Thông Gió, Cơ Điện, Công Ty Cổ Phần Xây Dựng TEG, Hà Nội",Cơ Khí & Điện Lạnh,0,100
Trưởng Phòng Marketing,Edupia,"$ 800-1,200 /tháng","Tầng 6, Comatce Tower, 61 Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội, Head office: Tầng 6, Comatce Tower, 61 Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội / Hồ Chí Minh: Tầng 2, Mach Office, số 127 Ung Văn Khiêm, P.25, Quận Bình Thạnh, Hồ Chí Minh.","- Tốt nghiệp loại Giỏi các trường đại học: FTU, NEU, Tuổi từ 23- 27.
- Ứng viên đã có kinh nghiệm startup/ triển khai kinh doanh hoặc kinh nghiệm ở vị trí Buisiness Development.
- Tư duy nhanh, logic, dám thử – dám học – dám chịu trách nhiệm.
- Có khả năng phân tích, giao tiếp tốt, biết tổ chức công việc cá nhân.
- Không cần kinh nghiệm chuyên sâu – chúng tôi cần tư duy chiến lược + khả năng triển khai + khát khao phát triển",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Giáo dục/Đào Tạo,1.0,Cử nhân,Không hiển thị,,Trưởng phòng,"Marketing Online, B2C Marketing",Bất kỳ,Không hiển thị,Không hiển thị,,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Giáo dục/Đào Tạo, Marketing Online, B2C Marketing, Edupia, Hà Nội",Tiếp Thị,0,100
Kỹ Sư Môi Trường và Vận Hành Nhà Máy Xử Lý Nước Thải,Tổng Công Ty Phát Triển Đô Thị Kinh Bắc (Kbc),Thương lượng,"Trạm xử lý nước Thải, Khu Công Nghiệp Nam Sơn, Hạp Lĩnh, Quế Võ, Bắc Ninh, Hà Nội, Vietnam, Lô B7, KCN Quế Võ, Bắc Ninh","• Giới tính: Nam
• Độ tuổi: Từ 25 đến 30 tuổi
• Chuyên môn Kỹ sư: Đại học chuyên ngành Công nghệ môi trường, Hóa chất, Hoá nghiệm.
• Kinh nghiệm: 01 năm trở lên
• Ngoại ngữ : Tiếng anh",2025-05-15,Khoa Học & Kỹ Thuật,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,,,,Nhân viên,"Xử Lý Nước Thải, Tiếng Anh, Environmental Monitoring, Vận Hành, Environmental Monitoring",Bất kỳ,Người Việt Nam,,,,"Khoa Học & Kỹ Thuật, Kỹ Thuật Môi Trường, Kỹ thuật xây dựng/Cơ sở hạ tầng, Xử Lý Nước Thải, Tiếng Anh, Environmental Monitoring, Vận Hành, Environmental Monitoring, Tổng Công Ty Phát Triển Đô Thị Kinh Bắc (Kbc), Bắc Ninh, Hà Nội",Kỹ Thuật Môi Trường,0,100
Kỹ Sư Chuyên Ngành Nước và Vận Hành Xử Lý Nhà Máy Nước Sạch,Tổng Công Ty Phát Triển Đô Thị Kinh Bắc (Kbc),Thương lượng,"Trạm xử lý nước Thải, Khu Công Nghiệp Nam Sơn, Hạp Lĩnh, Quế Võ, Bắc Ninh, Hà Nội, Vietnam, Lô B7, KCN Quế Võ, Bắc Ninh","• Giới tính: Nam
• Độ tuổi: Từ 22 đến 35 tuổi
• Chuyên môn Kỹ sư: Đại học (chuyên ngành nước).
• Kinh nghiệm: 01 năm trở lên
• Ngoại ngữ: Tiếng Anh (Kỹ sư)",2025-05-15,Khoa Học & Kỹ Thuật,Kỹ thuật xây dựng/Cơ sở hạ tầng,1.0,,,,Nhân viên,"Quản Lý Kỹ Thuật, Vận Hành Nhà Máy, Xử Lý Nước, Tiếng Anh, Vận Hành Trạm",Bất kỳ,Không giới hạn,,,,"Khoa Học & Kỹ Thuật, Điện/Nước/Chất Thải, Kỹ thuật xây dựng/Cơ sở hạ tầng, Quản Lý Kỹ Thuật, Vận Hành Nhà Máy, Xử Lý Nước, Tiếng Anh, Vận Hành Trạm, Tổng Công Ty Phát Triển Đô Thị Kinh Bắc (Kbc), Bắc Ninh, Hà Nội",Điện/Nước/Chất Thải,0,100
Chuyên Viên Marketing Dự Án,Công Ty CP Liberico,$ 465-700 /tháng,"173 Đường Xuân Thủy, làng Vòng, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Việt Nam, Tầng 26, Tòa nhà 173 Xuân Thủy, Cầu Giấy, Hà Nội","Trình độ học vấn: Tốt nghiệp Đại học chuyên ngành Marketing, Quản trị kinh doanh hoặc các ngành liên quan.
Kinh nghiệm:",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Hàng tiêu dùng,2.0,,,,Nhân viên,"Lập Kế Hoạch Marketing, Create Marketing Project, Branding Strategy, Phân Tích Thị Trường",Bất kỳ,Không hiển thị,,,,"Tiếp Thị, Quảng Cáo/Truyền Thông, Nghiên Cứu & Phân Tích Thị Trường, Hàng tiêu dùng, Lập Kế Hoạch Marketing, Create Marketing Project, Branding Strategy, Phân Tích Thị Trường, Công Ty CP Liberico, Hà Nội",Nghiên Cứu & Phân Tích Thị Trường,0,100
Purchasing Manager (30 Years Old and Up),International Business Center Company Limited,Thương lượng,"Diamond Department Store, 34 Le Duan St., Ben Nghe ward, dist. 1, HCM City, Diamond Plaza, 34 Le Duan St","• University graduate with a related major;
(Tốt nghiệp đại học với chuyên ngành liên quan;)
• Good English communication skills – both written and spoken;
(Kỹ năng giao tiếp tiếng Anh tốt – cả viết và nói;)
• At least 6 years of experience in the field of equipment procurement, or related specialized departments
(Có ít nhất 6 năm kinh nghiệm trong lĩnh vực mua sắm trang thiết bị, hoặc các bộ phận chuyên trách liên quan;)
• Good at planning, understanding and improving Standard Operational Processes, and coordinate effectively with other departments.
(Giỏi lập kế hoạch, hiểu và cải tiến các Quy trình Vận hành Chuẩn, đồng thời phối hợp hiệu quả với các phòng ban khác.)
• Capable of compiling and building pricing data to support operational needs.
(Có khả năng tổng hợp và xây dựng dữ liệu báo giá để phục vụ nhu cầu vận hành.)
• Good at in developing purchasing strategies to optimize procurement costs, especially in civil construction field and have good knowledge at construction’s law.
(Thành thạo trong việc xây dựng chiến lược mua hàng nhằm tối ưu chi phí thu mua, đặc biệt trong lĩnh vực xây dựng dân dụng và am hiểu luật xây dựng.)
• Able to build and train the purchasing team, demonstrating leadership and strategic direction.
(Có khả năng xây dựng và đào tạo đội ngũ mua hàng, thể hiện năng lực lãnh đạo và định hướng chiến lược).
• Partners with Chief Engineer and quality related personnel to closely monitor supplier’s quality performance and implement improvement plans as needed to ensure product and service quality.
( Phối hợp với Kỹ sư trưởng và bộ phận liên quan đến chất lượng để giám sát chặt chẽ hiệu suất chất lượng của nhà cung cấp và thực hiện kế hoạch cải tiến khi cần nhằm đảm bảo chất lượng sản phẩm và dịch vụ.)
• Good knowledge of the market, ability to analyze costs, quick thinking skills in calculation;
(Có kiến thức tốt về thị trường, khả năng phân tích giá thành, nhanh nhạy về tư duy tính toán;)
• Ability to negotiate with suppliers, good communication;
(Khả năng thương thảo với các nhà cung cấp, giao tiếp tốt;)
• Ability to manage employees well, be flexible and creative at work;
(Khả năng quản lý nhân viên tốt, linh hoạt và sáng tạo trong công việc;)
• Special requirements for honesty in work;
(Đặc biệt yêu cầu tính trung thực trong công việc;)",2025-05-15,Hành Chính Văn Phòng,Bất Động Sản/Cho thuê,6.0,Cử nhân,Không hiển thị,,Trưởng phòng,"Cost Analysis, Find Suppliers, Contract Drafting, Warehouse Management, Payment Process",Tiếng Anh,Không hiển thị,Không hiển thị,,Toàn thời gian,"Hành Chính Văn Phòng, Thu Mua, Bất Động Sản/Cho thuê, Cost Analysis, Find Suppliers, Contract Drafting, Warehouse Management, Payment Process, International Business Center Company Limited, Hồ Chí Minh",Thu Mua,30,40
Nhân Viên Kinh Doanh/Sales Logistics,Dolphin Sea Air Services Corp.,Thương lượng,"Tầng 18, Epic Tower, số 19 Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, TP. Hà Nội, Tầng 6, Tòa nhà Hải Âu, 39B Trường Sơn, Phường 4, Quận Tân Bình, Hồ Chí Minh, 45B Yersin, Phường Hiệp Thành, TP Thủ Dầu Một, Bình Dương, Tầng 18, Tòa nhà Epic Tower, 19 Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","• Tốt nghiệp từ Cao Đẳng trở lên các chuyên ngành Xuất nhập khẩu, Vận tải biển, Ngoại thương...& các chuyên ngành liên quan
• Nắm vững kiến thức về xuất nhập khẩu và Incoterm
• Có tối thiểu 01 năm kinh nghiệm ở vị trí tương đương Sales Freehand, Sales Coload, Sales Kho Vận…
• Yêu thích và có định hướng với ngành sales logistics, mong muốn thăng tiến và phát triển cùng ngàng
• Kỹ năng giao tiếp, đàm phán, thuyết phục tốt
• Tư duy làm việc nhạy bén chủ động, hướng đến hiệu quả cuối cùng
• Ưu tiên ứng viên có khả năng giao tiếp ngoại ngữ Trung/Nhật (Đối với khu vực Lạng Sơn, Hải Phòng)

(*) Địa điểm làm việc:
1. Hà Nội: Tòa Epic Tower, 19 Duy Tân, Cầu Giấy, TP. Hà Nội
2. Thái Nguyên: Tòa nhà Viettel, số 4 Hoàng Văn Thụ, TP. Thài Nguyên
3. Hà Nam: Tòa nhà Phủ Lý Plaza, số 222 đường Lê Hoàn, phường Hai Bà Trưng, TP. Phủ Lý
4. Lạng Sơn: Số 309 Đường Hùng Vương, Xã Mai Pha, TP. Lạng Sơn
5. Hải Phòng: Số 274 đường Đà Nẵng, phường Vạn Mỹ, quận Ngô Quyền, TP. Hải Phòng
6. Đà Nẵng: Tòa nhà Trực Thăng Miền Trung, đường Nguyễn Văn Linh, phường Thạc Gián, auận Thanh Khê
7. Hồ Chí Minh: Tòa nhà Hải Âu, 39B Trường Sơn, Phường 4, quận Tân Bình
8. Cần Thơ: 57- 59A Đường Cách Mạng Tháng 8, Phường An Hoà, Quận Ninh Kiều
9. Bình Dương: 45B Yersin, Phường Hiệp Thành, Quận Thủ Dầu Một, TP. HCM

(*) Thời gian làm việc: Thứ Hai đến Thứ Sáu (08:00 - 17:30) + 2 sáng Thứ Bảy (08:00 - 12:00)",2025-05-15,Kinh Doanh,Nhập khẩu/Xuất khẩu,1.0,Trung cấp,5,08:00 - 17:30,Nhân viên,"Giao Tiếp, Ngoại Thương, Vận Tải Biển, Xuất Nhập Khẩu, Đàm Phán",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Kinh Doanh, Bán Hàng/Phát Triển Kinh Doanh, Nhập khẩu/Xuất khẩu, Giao Tiếp, Ngoại Thương, Vận Tải Biển, Xuất Nhập Khẩu, Đàm Phán, Dolphin Sea Air Services Corp., Hà Nội, Hồ Chí Minh, Bình Dương",Bán Hàng/Phát Triển Kinh Doanh,0,100
Healthcare Assistant,British International School Hanoi,Thương lượng,"BRITISH INTERNATIONAL SCHOOL, HANOI, Lot H3-H4, Hoa Lan Road, Vinhomes Riverside Long Bien, Hanoi","• Nursing Diploma or degree qualification from recognized Colleges and/or Universities
• Licensed to practice nursing in Vietnam
• At least 5 years working experience
• Caring, responsible, and detail oriented compassionate and calm
• Must be able to correctly assess patients' conditions and determine when consultation is required.
• Emotional stability to cope with human suffering, emergencies, and other stresses.
• Good command of English",2025-05-15,Y Tế/Chăm Sóc Sức Khoẻ,Giáo dục/Đào Tạo,5.0,Cử nhân,1,09:00 - 18:00,Nhân viên,"Good English Skills, Nursing Diploma, Licensed To Practice Nursing, Education, School Nurse",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 6,Toàn thời gian,"Y Tế/Chăm Sóc Sức Khoẻ, Y Tá, Giáo dục/Đào Tạo, Good English Skills, Nursing Diploma, Licensed To Practice Nursing, Education, School Nurse, British International School Hanoi, Hà Nội",Y Tá,30,60
Nhân Viên Marketing Cho Phòng Khám Nha Khoa - Thu Nhập Hấp Dẫn,CÔNG TY TNHH VY AN VIỆT NAM,Thương lượng,"180 Lý Anh Tông, Võ Cường, Thành phố Bắc Ninh, Số 37 đường Lê Đại Hành, phường Lê Đại Hành, quận Hai Bà Trưng, Hà Nội","• Kinh nghiệm: Ít nhất 2 năm kinh nghiệm trong lĩnh vực Marketing (Ưu tiên những viên đã có kinh nghiệm làm việc trong lĩnh vực nha khoa). Các ứng viên có khả năng quay dựng video, thiết kế đồ họa, sử dụng ứng dụng AI là một lợi thế.
• Kỹ năng:
o Thuyết trình, thương thảo, thuyết phục khách hàng.
o Thành thạo phần mềm thiết kế & chỉnh sửa ảnh/video.
o Có gu thẩm mỹ tốt, sáng tạo, tư duy logic về hình ảnh.
o Biết bắt góc máy, ánh sáng, hướng dẫn mẫu tạo dáng để tôn lên sản phẩm.
o Khả năng làm việc độc lập và teamwork tốt.
o Chủ động, có trách nhiệm, quản lý thời gian hiệu quả.

Chế độ:
• Thời gian làm việc: 9h30 – 19h00 (Nghỉ trưa 1,5h), tháng nghỉ 04 ngày
• Địa điểm làm việc: Thành Phố Bắc Ninh. 180 Lý Anh Tông, Phường Võ Cường, Thành Phố Bắc Ninh, Tỉnh Bắc Ninh
• Lương & Thưởng: Hấp dẫn bao gồm lương cơ bản +% doanh thu (Trao đổi trực tiếp khi phỏng vấn
• BHXH và các chế độ khách theo quy định nhà nước
• Được làm việc trong môi trường trẻ trung, năng động.",2025-05-15,"Tiếp Thị, Quảng Cáo/Truyền Thông",Bán lẻ/Bán sỉ,2.0,Cao đẳng,1,08:30 - 17:30,Nhân viên,"Tiếng Trung, Dịch Vụ Nha Khoa, Marketing, Photoshop, Thiết Kế Ấn Phẩm",Bất kỳ,Không giới hạn,Bất kỳ,Thứ 2 đến Thứ 7,Toàn thời gian,"Tiếp Thị, Quảng Cáo/Truyền Thông, Tiếp Thị, Bán lẻ/Bán sỉ, Tiếng Trung, Dịch Vụ Nha Khoa, Marketing, Photoshop, Thiết Kế Ấn Phẩm, CÔNG TY TNHH VY AN VIỆT NAM, Bắc Ninh",Tiếp Thị,0,100
Senior Business Strategy Specialist,Công Ty Cổ Phần Vàng Bạc Đá Quý Phú Nhuận,Thương lượng,"643 Dien Bien Phu, Ward 25, 170E Phan Đăng Lưu, Phường 03, Quận Phú Nhuận, Tp. Hồ Chí Minh",,2025-05-15,Kế Toán/Kiểm Toán,Bán lẻ/Bán sỉ,3.0,,,,Nhân viên,"Business Strategy, Consumer Insight, Data Analytics, Financial Analysis, Strategic Thinking",Bất kỳ,Không giới hạn,,,,"Kế Toán/Kiểm Toán, Kế hoạch/Tư Vấn Doanh Nghiệp, Bán lẻ/Bán sỉ, Business Strategy, Consumer Insight, Data Analytics, Financial Analysis, Strategic Thinking, Công Ty Cổ Phần Vàng Bạc Đá Quý Phú Nhuận, Hồ Chí Minh",Kế hoạch/Tư Vấn Doanh Nghiệp,0,100
